origin,creation_timestamp,modified_timestamp,cow,car,tree,human
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.epidemicsound.com%2Ftrack%2Fbackground-music&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ee&ust=1756024276009000&source=audio&cd=vfe&opi=90022&FILENAME=background-music30.mp3,9/24/2004,5/9/2013,false,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.nasa.gov%2Fimage-of-the-day&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Uu&ust=1756024276009000&source=images&cd=vfe&opi=90012&FILENAME=space22.jpg,2/3/2008,9/20/2008,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.tripadvisor.com%2FAttractions&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ww&ust=1756024276009000&source=audio&cd=vfe&opi=90014&FILENAME=guided-tour24.mp3,3/2/2005,2/13/2013,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DdBnniua6-oM&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCvv&ust=1756024276009000&source=videos&cd=vfe&opi=90013&FILENAME=travel-vlog23.mkv,11/24/2018,5/1/2018,true,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.instructables.com%2FDIY-Projects&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ii&ust=1756024276009000&source=articles&cd=vfe&opi=90026&FILENAME=diy-projects.pdf,9/27/2012,12/3/2020,true,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.archdaily.com%2F123456%2Fmodern-architecture-trends-2025&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Cd&ust=1756024276009000&source=images&cd=vfe&opi=89979&FILENAME=architecture2.png,3/21/2007,12/13/2014,false,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.pexels.com%2Fphoto%2Furban-life&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Yy&ust=1756024276009000&source=images&cd=vfe&opi=90016&FILENAME=urban25.png,5/3/2009,12/3/2011,true,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.dezeen.com%2F2025%2F08%2F15%2Fmodern-architecture-design&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCbb&ust=1756024276009000&source=images&cd=vfe&opi=89993&FILENAME=architecture7.jpg,8/14/2017,12/22/2010,false,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.tripadvisor.com%2FAttractions&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ww&ust=1756024276009000&source=audio&cd=vfe&opi=90014&FILENAME=guided-tour24.mp3,1/13/2006,1/5/2001,true,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.spotify.com%2Fus%2Falbum%2F4aowFkKou3T1oDEY7W9GmN&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Ij&ust=1756024276009000&source=audio&cd=vfe&opi=89983&FILENAME=music2.wav,7/2/2007,8/17/2005,false,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.wired.com%2Fstory%2Flatest-tech-innovations-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kl&ust=1756024276009000&source=articles&cd=vfe&opi=89984&FILENAME=tech-innovations.html,4/6/2012,12/9/2006,true,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.gettyimages.com%2Fphotos%2Fblack-and-white&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Ff&ust=1756024276009000&source=images&cd=vfe&opi=90023&FILENAME=black-and-white31.jpg,6/15/2000,1/7/2020,false,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.healthline.com%2Fnutrition%2Ftop-health-tips&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Dd&ust=1756024276009000&source=articles&cd=vfe&opi=89995&FILENAME=health-tips.pdf,12/12/2013,3/26/2006,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.allrecipes.com%2Frecipes%2F17562%2Fworlds-best-lasagna&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ss&ust=1756024276009000&source=articles&cd=vfe&opi=90010&FILENAME=recipe-collection.pdf,6/27/2002,2/22/2001,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.vogue.com%2Ffashion-shows&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Qq&ust=1756024276009000&source=images&cd=vfe&opi=90008&FILENAME=fashion19.webp,7/30/2008,4/23/2004,true,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.natgeokids.com%2Fuk%2Fdiscover%2Fanimals%2Fgeneral-animals%2Fwildlife-photography&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCff&ust=1756024276009000&source=images&cd=vfe&opi=89997&FILENAME=wildlife10.png,7/31/2018,12/10/2015,false,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.espn.com%2Fvideo%2Fclip%3Fid%3D32178945&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Vw&ust=1756024276009000&source=videos&cd=vfe&opi=89990&FILENAME=sports5.mp4,3/4/2005,5/6/2022,false,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.audible.com%2Fpd%2FThe-Hobbit-Audiobook%2FB002BMEG8Q&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Hh&ust=1756024276009000&source=audio&cd=vfe&opi=89999&FILENAME=audiobook12.mp3,10/29/2008,1/28/2018,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.cnet.com%2Ftech%2Flatest-tech-reviews-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kk&ust=1756024276009000&source=videos&cd=vfe&opi=90028&FILENAME=tech-review35.mp4,1/30/2007,7/26/2006,false,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.vogue.com%2Ffashion-shows&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Qq&ust=1756024276009000&source=images&cd=vfe&opi=90008&FILENAME=fashion19.webp,8/30/2019,12/16/2018,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.epidemicsound.com%2Ftrack%2Fbackground-music&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ee&ust=1756024276009000&source=audio&cd=vfe&opi=90022&FILENAME=background-music30.mp3,8/31/2016,3/23/2003,true,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.cnn.com%2Fvideos%2Fworld%2F2025%2F08%2F22%2Ftravel-destination-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCrr&ust=1756024276009000&source=videos&cd=vfe&opi=90009&FILENAME=news20.mp4,2/25/2010,12/6/2022,true,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.greenpeace.org%2Finternational%2Fissues%2Fclimate-change&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Xx&ust=1756024276009000&source=articles&cd=vfe&opi=90015&FILENAME=environmental-issues.html,1/21/2016,7/14/2018,true,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fopen.spotify.com%2Ftrack%2F4uLU6hMCjMI75M1A2tKUQC&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Ee&ust=1756024276009000&source=audio&cd=vfe&opi=89996&FILENAME=soundtrack9.wav,12/17/2010,7/18/2017,true,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.forbes.com%2Fbusiness%2F2025-trends&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Ii&ust=1756024276009000&source=articles&cd=vfe&opi=90000&FILENAME=business-trends.html,9/29/2001,6/25/2015,false,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.cnet.com%2Ftech%2Flatest-tech-reviews-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kk&ust=1756024276009000&source=videos&cd=vfe&opi=90028&FILENAME=tech-review35.mp4,6/20/2010,8/18/2019,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.pexels.com%2Fphoto%2Furban-life&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Yy&ust=1756024276009000&source=images&cd=vfe&opi=90016&FILENAME=urban25.png,2/25/2020,6/3/2007,true,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.khanacademy.org%2Fscience%2Fphysics&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Cc&ust=1756024276009000&source=videos&cd=vfe&opi=90020&FILENAME=educational29.avi,9/8/2003,12/18/2021,false,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.lonelyplanet.com%2Farticles%2Fultimate-travel-guide-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCMn&ust=1756024276009000&source=articles&cd=vfe&opi=89985&FILENAME=travel-guide.pdf,11/23/2016,12/14/2001,false,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.pixar.com%2Ffeature-films&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Nc&ust=1756024276009000&source=videos&cd=vfe&opi=89994&FILENAME=animation8.mkv,4/21/2000,10/10/2012,false,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.epidemicsound.com%2Ftrack%2Fbackground-music&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ee&ust=1756024276009000&source=audio&cd=vfe&opi=90022&FILENAME=background-music30.mp3,12/21/2020,11/28/2016,true,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.netflix.com%2Ftitle%2F81212723&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Qr&ust=1756024276009000&source=videos&cd=vfe&opi=89987&FILENAME=documentary3.avi,6/29/2012,12/26/2021,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.espn.com%2Fvideo%2Fclip%3Fid%3D32178945&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Vw&ust=1756024276009000&source=videos&cd=vfe&opi=89990&FILENAME=sports5.mp4,10/8/2011,1/7/2021,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.npr.org%2Fpodcasts%2F510310%2Fnpr-politics-podcast&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Gh&ust=1756024276009000&source=audio&cd=vfe&opi=89982&FILENAME=podcast1.mp3,7/13/2008,6/4/2006,true,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.instructables.com%2FDIY-Projects&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ii&ust=1756024276009000&source=articles&cd=vfe&opi=90026&FILENAME=diy-projects.pdf,5/19/2018,4/1/2021,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.healthline.com%2Fnutrition%2Ftop-health-tips&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Dd&ust=1756024276009000&source=articles&cd=vfe&opi=89995&FILENAME=health-tips.pdf,3/21/2006,5/21/2012,true,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.lonelyplanet.com%2Farticles%2Fultimate-travel-guide-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCMn&ust=1756024276009000&source=articles&cd=vfe&opi=89985&FILENAME=travel-guide.pdf,10/5/2002,9/10/2016,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.forbes.com%2Fbusiness%2F2025-trends&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Ii&ust=1756024276009000&source=articles&cd=vfe&opi=90000&FILENAME=business-trends.html,10/12/2002,6/7/2006,false,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.poetryfoundation.org%2Fpoems&psig=AOvVaw2mY4u4n2qJj5zVBhvfoChh&ust=1756024276009000&source=audio&cd=vfe&opi=90025&FILENAME=poetry-reading33.mp3,4/21/2018,2/28/2001,false,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DdQw4w9WgXcQ&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Ef&ust=1756024276009000&source=videos&cd=vfe&opi=89980&FILENAME=tutorial1.mp4,8/3/2006,5/17/2021,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.cnet.com%2Ftech%2Flatest-tech-reviews-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kk&ust=1756024276009000&source=videos&cd=vfe&opi=90028&FILENAME=tech-review35.mp4,2/20/2016,2/1/2008,true,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.nasa.gov%2Fimage-of-the-day&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Uu&ust=1756024276009000&source=images&cd=vfe&opi=90012&FILENAME=space22.jpg,4/8/2018,7/27/2003,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.ted.com%2Ftalks%2Felizabeth_gilbert_on_genius&psig=AOvVaw0pLmN7pQrT8sUvWxYz12St&ust=1756024276009000&source=audio&cd=vfe&opi=89988&FILENAME=interview4.mp3,9/4/2022,3/20/2006,false,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.shutterstock.com%2Fsearch%2Fvintage&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Jj&ust=1756024276009000&source=images&cd=vfe&opi=90027&FILENAME=vintage34.webp,4/16/2015,8/16/2001,false,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.coursera.org%2Flecture%2Fmachine-learning&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Gg&ust=1756024276009000&source=videos&cd=vfe&opi=89998&FILENAME=lecture11.mp4,12/7/2003,8/5/2022,true,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.gettyimages.com%2Fphotos%2Fblack-and-white&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Ff&ust=1756024276009000&source=images&cd=vfe&opi=90023&FILENAME=black-and-white31.jpg,3/3/2020,5/27/2000,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.pixar.com%2Ffeature-films&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Nc&ust=1756024276009000&source=videos&cd=vfe&opi=89994&FILENAME=animation8.mkv,5/1/2010,2/6/2006,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.netflix.com%2Ftitle%2F81212723&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Qr&ust=1756024276009000&source=videos&cd=vfe&opi=89987&FILENAME=documentary3.avi,9/10/2013,2/22/2004,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.wired.com%2Fstory%2Flatest-tech-innovations-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kl&ust=1756024276009000&source=articles&cd=vfe&opi=89984&FILENAME=tech-innovations.html,10/10/2004,9/7/2002,true,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.khanacademy.org%2Fscience%2Fphysics&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Cc&ust=1756024276009000&source=videos&cd=vfe&opi=90020&FILENAME=educational29.avi,12/3/2000,10/9/2014,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.bbcgoodfood.com%2Frecipes%2Fcollection%2Fquick-cooking&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCKP&ust=1756024276009000&source=videos&cd=vfe&opi=89981&FILENAME=cooking2.mov,3/19/2019,2/10/2011,true,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D9bZkp7q19f0&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCnn&ust=1756024276009000&source=videos&cd=vfe&opi=90005&FILENAME=workout17.mp4,11/3/2008,2/22/2021,false,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.poetryfoundation.org%2Fpoems&psig=AOvVaw2mY4u4n2qJj5zVBhvfoChh&ust=1756024276009000&source=audio&cd=vfe&opi=90025&FILENAME=poetry-reading33.mp3,9/24/2013,9/25/2000,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.bbc.co.uk%2Fsounds%2Fplay%2Flive%3Ab08qz5y6&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Ll&ust=1756024276009000&source=audio&cd=vfe&opi=90003&FILENAME=radio-show15.mp3,10/12/2019,2/24/2004,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.ted.com%2Ftalks%2Felizabeth_gilbert_on_genius&psig=AOvVaw0pLmN7pQrT8sUvWxYz12St&ust=1756024276009000&source=audio&cd=vfe&opi=89988&FILENAME=interview4.mp3,3/15/2017,11/12/2001,false,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.khanacademy.org%2Fscience%2Fphysics&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Cc&ust=1756024276009000&source=videos&cd=vfe&opi=90020&FILENAME=educational29.avi,9/26/2020,1/20/2002,true,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.nationalgeographic.com%2Fphotography%2Farticle%2Fbest-nature-photos-2025&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ab&ust=1756024276009000&source=images&cd=vfe&opi=89978&FILENAME=nature1.jpg,11/25/2015,8/31/2000,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.lonelyplanet.com%2Farticles%2Fultimate-travel-guide-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCMn&ust=1756024276009000&source=articles&cd=vfe&opi=89985&FILENAME=travel-guide.pdf,8/6/2018,10/26/2009,true,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.cnet.com%2Ftech%2Flatest-tech-reviews-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kk&ust=1756024276009000&source=videos&cd=vfe&opi=90028&FILENAME=tech-review35.mp4,8/3/2011,11/11/2002,false,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.healthline.com%2Fnutrition%2Ftop-health-tips&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Dd&ust=1756024276009000&source=articles&cd=vfe&opi=89995&FILENAME=health-tips.pdf,5/11/2021,7/10/2022,false,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.poetryfoundation.org%2Fpoems&psig=AOvVaw2mY4u4n2qJj5zVBhvfoChh&ust=1756024276009000&source=audio&cd=vfe&opi=90025&FILENAME=poetry-reading33.mp3,8/23/2014,8/3/2019,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.instructables.com%2FDIY-Projects&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ii&ust=1756024276009000&source=articles&cd=vfe&opi=90026&FILENAME=diy-projects.pdf,12/13/2015,9/30/2019,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.espn.com%2Fvideo%2Fclip%3Fid%3D32178945&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Vw&ust=1756024276009000&source=videos&cd=vfe&opi=89990&FILENAME=sports5.mp4,11/27/2019,8/18/2015,true,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.wired.com%2Fstory%2Flatest-tech-innovations-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kl&ust=1756024276009000&source=articles&cd=vfe&opi=89984&FILENAME=tech-innovations.html,7/26/2001,9/3/2021,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.artsy.net%2Farticle%2Fartsy-editorial-modern-art-movements&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Mm&ust=1756024276009000&source=images&cd=vfe&opi=90004&FILENAME=art16.jpeg,7/27/2018,11/1/2014,false,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.lonelyplanet.com%2Farticles%2Fultimate-travel-guide-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCMn&ust=1756024276009000&source=articles&cd=vfe&opi=89985&FILENAME=travel-guide.pdf,12/26/2003,1/13/2021,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.archdaily.com%2F123456%2Fmodern-architecture-trends-2025&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Cd&ust=1756024276009000&source=images&cd=vfe&opi=89979&FILENAME=architecture2.png,3/26/2012,3/19/2015,true,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.epidemicsound.com%2Ftrack%2Fbackground-music&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ee&ust=1756024276009000&source=audio&cd=vfe&opi=90022&FILENAME=background-music30.mp3,3/3/2003,9/18/2020,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.ted.com%2Ftalks%2Felizabeth_gilbert_on_genius&psig=AOvVaw0pLmN7pQrT8sUvWxYz12St&ust=1756024276009000&source=audio&cd=vfe&opi=89988&FILENAME=interview4.mp3,8/16/2006,10/2/2002,true,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.gettyimages.com%2Fphotos%2Fblack-and-white&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Ff&ust=1756024276009000&source=images&cd=vfe&opi=90023&FILENAME=black-and-white31.jpg,1/23/2002,7/4/2003,false,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.cnet.com%2Ftech%2Flatest-tech-reviews-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kk&ust=1756024276009000&source=videos&cd=vfe&opi=90028&FILENAME=tech-review35.mp4,4/6/2008,10/16/2018,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.pixar.com%2Ffeature-films&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Nc&ust=1756024276009000&source=videos&cd=vfe&opi=89994&FILENAME=animation8.mkv,5/14/2016,8/14/2012,false,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.healthline.com%2Fnutrition%2Ftop-health-tips&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Dd&ust=1756024276009000&source=articles&cd=vfe&opi=89995&FILENAME=health-tips.pdf,8/6/2009,4/21/2001,true,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.archdaily.com%2F123456%2Fmodern-architecture-trends-2025&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Cd&ust=1756024276009000&source=images&cd=vfe&opi=89979&FILENAME=architecture2.png,4/29/2017,11/13/2022,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.forbes.com%2Fbusiness%2F2025-trends&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Ii&ust=1756024276009000&source=articles&cd=vfe&opi=90000&FILENAME=business-trends.html,9/4/2004,2/12/2010,true,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.epidemicsound.com%2Ftrack%2Fbackground-music&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ee&ust=1756024276009000&source=audio&cd=vfe&opi=90022&FILENAME=background-music30.mp3,2/8/2003,8/3/2004,false,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.shutterstock.com%2Fsearch%2Fvintage&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Jj&ust=1756024276009000&source=images&cd=vfe&opi=90027&FILENAME=vintage34.webp,1/3/2016,4/30/2015,false,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.nationalgeographic.com%2Fphotography%2Farticle%2Fbest-nature-photos-2025&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ab&ust=1756024276009000&source=images&cd=vfe&opi=89978&FILENAME=nature1.jpg,11/3/2022,12/17/2007,true,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.history.com%2Ftopics%2Fancient-history&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Oo&ust=1756024276009000&source=articles&cd=vfe&opi=90006&FILENAME=history-lesson.html,8/17/2001,7/15/2010,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.storycorps.org%2Flisten&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Aa&ust=1756024276009000&source=audio&cd=vfe&opi=90018&FILENAME=storytelling27.wav,2/10/2000,4/1/2014,true,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.wired.com%2Fstory%2Flatest-tech-innovations-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kl&ust=1756024276009000&source=articles&cd=vfe&opi=89984&FILENAME=tech-innovations.html,6/30/2017,9/18/2022,false,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.calm.com%2Fmeditate&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Za&ust=1756024276009000&source=audio&cd=vfe&opi=89992&FILENAME=meditation6.mp3,3/2/2003,6/20/2013,false,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.natgeokids.com%2Fuk%2Fdiscover%2Fanimals%2Fgeneral-animals%2Fwildlife-photography&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCff&ust=1756024276009000&source=images&cd=vfe&opi=89997&FILENAME=wildlife10.png,7/10/2012,5/5/2016,true,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.bbcgoodfood.com%2Frecipes%2Fcollection%2Fquick-cooking&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCKP&ust=1756024276009000&source=videos&cd=vfe&opi=89981&FILENAME=cooking2.mov,3/16/2002,2/22/2003,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DdBnniua6-oM&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCvv&ust=1756024276009000&source=videos&cd=vfe&opi=90013&FILENAME=travel-vlog23.mkv,10/2/2003,8/31/2005,false,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.audible.com%2Fpd%2FThe-Hobbit-Audiobook%2FB002BMEG8Q&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Hh&ust=1756024276009000&source=audio&cd=vfe&opi=89999&FILENAME=audiobook12.mp3,9/30/2011,8/30/2006,false,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.instructables.com%2FDIY-Projects&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ii&ust=1756024276009000&source=articles&cd=vfe&opi=90026&FILENAME=diy-projects.pdf,9/17/2018,3/30/2016,true,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DkxopViU98Xo&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Gg&ust=1756024276009000&source=videos&cd=vfe&opi=90024&FILENAME=comedy-sketch32.mp4,3/16/2018,8/17/2012,true,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.bbcgoodfood.com%2Frecipes%2Fcollection%2Fquick-cooking&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCKP&ust=1756024276009000&source=videos&cd=vfe&opi=89981&FILENAME=cooking2.mov,2/19/2021,4/27/2022,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.ted.com%2Ftalks%2Felizabeth_gilbert_on_genius&psig=AOvVaw0pLmN7pQrT8sUvWxYz12St&ust=1756024276009000&source=audio&cd=vfe&opi=89988&FILENAME=interview4.mp3,1/24/2022,10/31/2000,true,true,true,false
